\\ Branch Data
\\Index, Label, Type, Phases, From, To, Length (ft)
1059, xfmr_275, XFRMR, CS, 1006, 1060, N/A
1060, ul_459, LINE, AN, 1007, 1061, 78.967
1061, ul_341, LINE, CN, 1008, 1062, 22.400
1062, ul_342, LINE, ABCN, 1008, 1063, 180.819
1063, tl_278, TRIL, AS, 1010, 1064, 30
1064, xfmr_279, XFRMR, AS, 1011, 1065, N/A
1065, ul_315, LINE, AN, 1011, 1066, 224.700
1066, tl_292, TRIL, CS, 1013, 1067, 30
1067, tl_271, TRIL, CS, 1014, 1068, 30
1068, tl_281, TRIL, CS, 1015, 1069, 30
1069, ul_317, LINE, ABCN, 1016, 1070, 366.000
1070, ul_318, LINE, CN, 1016, 1071, 128.787
1071, ul_323, LINE, BN, 1016, 1072, 158.000
1072, tl_300, TRIL, BS, 1017, 1073, 30
1073, xfmr_301, XFRMR, BS, 1018, 1074, N/A
1074, ul_338, LINE, BN, 1018, 1075, 216.538
1075, tl_298, TRIL, AS, 1019, 1076, 30
1076, xfmr_297, XFRMR, AS, 1020, 1077, N/A
1077, switch_37, SWITCH, ABCN, 1024, 1078, N/A
1078, xfmr_294, XFRMR, AS, 1024, 1079, N/A
1079, xfmr_295, XFRMR, BS, 1024, 1080, N/A
1080, xfmr_296, XFRMR, CS, 1024, 1081, N/A
1081, ul_393, LINE, AN, 1025, 1082, 153.500
1082, ul_390, LINE, ABCN, 1026, 1083, 94.200
1083, xfmr_334, XFRMR, BS, 1027, 1084, N/A
1084, tl_336, TRIL, AS, 1028, 1085, 30
1085, xfmr_350, XFRMR, AS, 1029, 1086, N/A
1086, ul_380, LINE, ABCN, 1030, 1087, 602.500
1087, ul_381, LINE, ABCN, 1030, 1088, 176.048
1088, ul_397, LINE, ABCN, 1030, 1089, 164.834
1089, ul_519, LINE, ABCN, 1031, 1090, 335.200
1090, ul_443, LINE, ABCN, 1032, 1091, 77.501
1091, ul_554, LINE, BN, 1033, 1092, 143.700
1092, xfmr_426, XFRMR, AS, 1034, 1093, N/A
1093, xfmr_427, XFRMR, CS, 1035, 1094, N/A
1094, switch_75, SWITCH, ACN, 1036, 1095, N/A
1095, ul_546, LINE, CN, 1036, 1096, 55.500
1096, ul_547, LINE, ABCN, 1036, 1097, 268.716
1097, fuse_41, FUSE, ABCN, 1037, 1098, N/A
1098, switch_78, SWITCH, ABCN, 1037, 1099, N/A
1099, ul_440, LINE, ABCN, 1038, 1100, 316.682
1100, xfmr_146, XFRMR, AS, 1040, 1101, N/A
1101, ul_232, LINE, AN, 1040, 1102, 100.277
1102, xfmr_147, XFRMR, AS, 1041, 1103, N/A
1103, xfmr_227, XFRMR, AS, 1042, 1104, N/A
1104, tl_348, TRIL, AS, 1048, 1105, 30
1105, tl_349, TRIL, AS, 1049, 1106, 30
1106, ul_196, LINE, ABCN, 1050, 1107, 363.631
1107, ul_274, LINE, BN, 1050, 1108, 20.343
1108, ul_102, LINE, ABCN, 1051, 1109, 209.752
1109, ul_194, LINE, ABCN, 1052, 1110, 446.784
1110, switch_34, SWITCH, CN, 1055, 1111, N/A
1111, xfmr_268, XFRMR, CS, 1055, 1112, N/A
1112, tl_270, TRIL, CS, 1057, 1113, 30
1113, switch_35, SWITCH, CN, 1059, 1114, N/A
1114, xfmr_276, XFRMR, CS, 1059, 1115, N/A
1115, tl_275, TRIL, CS, 1060, 1116, 30
1116, ul_457, LINE, AN, 1061, 1117, 198.300
1117, xfmr_303, XFRMR, CS, 1062, 1118, N/A
1118, ul_343, LINE, CN, 1063, 1119, 29.700
1119, ul_344, LINE, ABCN, 1063, 1120, 208.819
1120, tl_279, TRIL, AS, 1065, 1121, 30
1121, xfmr_280, XFRMR, AS, 1066, 1122, N/A
1122, ul_316, LINE, AN, 1066, 1123, 54.819
1123, xfmr_282, XFRMR, BS, 1072, 1124, N/A
1124, tl_301, TRIL, BS, 1074, 1125, 30
1125, switch_38, SWITCH, BN, 1075, 1126, N/A
1126, ul_339, LINE, BN, 1075, 1127, 154.900
1127, tl_297, TRIL, AS, 1077, 1128, 30
1128, ul_331, LINE, AN, 1078, 1129, 38.300
1129, tl_294, TRIL, AS, 1079, 1130, 30
1130, tl_295, TRIL, BS, 1080, 1131, 30
1131, tl_296, TRIL, CS, 1081, 1132, 30
1132, xfmr_335, XFRMR, AS, 1082, 1133, N/A
1133, ul_387, LINE, CN, 1083, 1134, 124.900
1134, ul_389, LINE, ABCN, 1083, 1135, 550.214
1135, tl_334, TRIL, BS, 1084, 1136, 30
1136, tl_350, TRIL, AS, 1086, 1137, 30
1137, ul_376, LINE, BCN, 1087, 1138, 66.800
1138, ul_377, LINE, ABCN, 1087, 1139, 87.600
1139, ul_379, LINE, BCN, 1087, 1140, 68.931
1140, xfmr_403, XFRMR, AS, 1090, 1141, N/A
1141, xfmr_404, XFRMR, BS, 1090, 1142, N/A
1142, xfmr_405, XFRMR, CS, 1090, 1143, N/A
1143, ul_520, LINE, ABCN, 1090, 1144, 336.000
1144, ul_382, LINE, ABN, 1091, 1145, 66.500
1145, ul_444, LINE, BN, 1091, 1146, 169.700
1146, ul_445, LINE, CN, 1091, 1147, 180.700
1147, ul_446, LINE, ABCN, 1091, 1148, 244.302
1148, xfmr_433, XFRMR, BS, 1092, 1149, N/A
1149, ul_553, LINE, BN, 1092, 1150, 275.400
1150, tl_426, TRIL, AS, 1093, 1151, 30
1151, tl_427, TRIL, CS, 1094, 1152, 30
1152, ul_558, LINE, AN, 1095, 1153, 224.011
1153, ul_562, LINE, CN, 1095, 1154, 170.034
1154, xfmr_428, XFRMR, CS, 1096, 1155, N/A
1155, switch_92, SWITCH, AN, 1097, 1156, N/A
1156, ul_548, LINE, CN, 1097, 1157, 16.700
1157, ul_549, LINE, ABCN, 1097, 1158, 696.755
1158, ul_575, LINE, BN, 1097, 1159, 61.283
1159, switch_77, SWITCH, ABCN, 1098, 1160, N/A
1160, ul_426, LINE, CN, 1098, 1161, 128.400
1161, ul_430, LINE, AN, 1098, 1162, 149.700
1162, ul_436, LINE, ABCN, 1098, 1163, 441.224
1163, ul_435, LINE, ABCN, 1099, 1164, 276.209
1164, ul_441, LINE, ABCN, 1100, 1165, 334.199
1165, tl_146, TRIL, AS, 1101, 1166, 30
1166, xfmr_226, XFRMR, AS, 1102, 1167, N/A
1167, tl_147, TRIL, AS, 1103, 1168, 30
1168, tl_227, TRIL, AS, 1104, 1169, 30
1169, fuse_19, FUSE, ABCN, 1107, 1170, N/A
1170, ul_197, LINE, ABCN, 1107, 1171, 27.652
1171, xfmr_251, XFRMR, BS, 1108, 1172, N/A
1172, ul_103, LINE, ABCN, 1109, 1173, 376.878
1173, switch_14, SWITCH, ABCN, 1110, 1174, N/A
1174, ol_103, LINE, CN, 1111, 1175, 279.956
1175, tl_268, TRIL, CS, 1112, 1176, 30
1176, ol_102, LINE, CN, 1114, 1177, 17.117
1177, tl_276, TRIL, CS, 1115, 1178, 30
1178, xfmr_363, XFRMR, AS, 1117, 1179, N/A
1179, tl_303, TRIL, CS, 1118, 1180, 30
1180, xfmr_304, XFRMR, CS, 1119, 1181, N/A
1181, ul_345, LINE, BN, 1120, 1182, 129.000
1182, ul_353, LINE, CN, 1120, 1183, 91.300
1183, ul_354, LINE, ABCN, 1120, 1184, 327.935
1184, tl_280, TRIL, AS, 1122, 1185, 30
1185, ul_452, LINE, AN, 1123, 1186, 18.381
1186, tl_282, TRIL, BS, 1124, 1187, 30
1187, switch_39, SWITCH, BN, 1127, 1188, N/A
1188, xfmr_302, XFRMR, BS, 1127, 1189, N/A
1189, ul_335, LINE, AN, 1129, 1190, 9.100
1190, tl_335, TRIL, AS, 1133, 1191, 30
1191, xfmr_332, XFRMR, CS, 1134, 1192, N/A
1192, switch_41, SWITCH, ABCN, 1135, 1193, N/A
1193, ul_369, LINE, CN, 1135, 1194, 81.000
1194, ul_370, LINE, BCN, 1135, 1195, 64.700
1195, ul_388, LINE, BN, 1135, 1196, 243.800
1196, ul_378, LINE, ABCN, 1139, 1197, 98.204
1197, ul_449, LINE, ABCN, 1139, 1198, 309.422
1198, tl_403, TRIL, AS, 1141, 1199, 30
1199, tl_404, TRIL, BS, 1142, 1200, 30
1200, tl_405, TRIL, CS, 1143, 1201, 30
1201, xfmr_406, XFRMR, AS, 1144, 1202, N/A
1202, xfmr_407, XFRMR, BS, 1144, 1203, N/A
1203, xfmr_408, XFRMR, CS, 1144, 1204, N/A
1204, ul_523, LINE, ABCN, 1144, 1205, 72.233
1205, switch_44, SWITCH, AN, 1145, 1206, N/A
1206, switch_45, SWITCH, BN, 1145, 1207, N/A
1207, xfmr_351, XFRMR, BS, 1146, 1208, N/A
1208, xfmr_352, XFRMR, CS, 1147, 1209, N/A
1209, switch_56, SWITCH, ABCN, 1148, 1210, N/A
1210, ul_447, LINE, CN, 1148, 1211, 94.800
1211, ul_448, LINE, BCN, 1148, 1212, 161.200
1212, tl_433, TRIL, BS, 1149, 1213, 30
1213, xfmr_432, XFRMR, BS, 1150, 1214, N/A
1214, ul_552, LINE, BN, 1150, 1215, 153.000
1215, ul_557, LINE, AN, 1153, 1216, 150.700
1216, ul_561, LINE, CN, 1154, 1217, 209.200
1217, tl_428, TRIL, CS, 1155, 1218, 30
1218, ul_584, LINE, AN, 1156, 1219, 122.400
1219, xfmr_429, XFRMR, CS, 1157, 1220, N/A
1220, ul_550, LINE, BN, 1158, 1221, 96.000
1221, switch_91, SWITCH, BN, 1159, 1222, N/A
1222, ul_410, LINE, ABCN, 1160, 1223, 349.449
1223, ul_411, LINE, CN, 1160, 1224, 14.300
1224, ul_412, LINE, ABCN, 1160, 1225, 216.300
1225, xfmr_460, XFRMR, CS, 1161, 1226, N/A
1226, ul_427, LINE, CN, 1161, 1227, 196.300
1227, ul_437, LINE, CN, 1161, 1228, 219.100
1228, xfmr_464, XFRMR, AS, 1162, 1229, N/A
1229, ul_431, LINE, AN, 1162, 1230, 154.200
1230, switch_90, SWITCH, ABCN, 1163, 1231, N/A
1231, ul_568, LINE, BN, 1163, 1232, 208.800
1232, ul_576, LINE, AN, 1163, 1233, 130.300
1233, ul_434, LINE, ABCN, 1164, 1234, 461.488
1234, switch_69, SWITCH, ABCN, 1165, 1235, N/A
1235, tl_226, TRIL, AS, 1167, 1236, 30
1236, ul_198, LINE, ABCN, 1171, 1237, 383.875
1237, ul_201, LINE, ABCN, 1171, 1238, 118.017
1238, tl_251, TRIL, BS, 1172, 1239, 30
1239, ul_104, LINE, ABCN, 1173, 1240, 151.300
1240, ul_105, LINE, AN, 1173, 1241, 79.600
1241, ul_106, LINE, ABCN, 1173, 1242, 32.277
1242, switch_15, SWITCH, ABCN, 1174, 1243, N/A
1243, switch_16, SWITCH, ABCN, 1174, 1244, N/A
1244, tl_363, TRIL, AS, 1179, 1245, 30
1245, tl_304, TRIL, CS, 1181, 1246, 30
1246, xfmr_305, XFRMR, BS, 1182, 1247, N/A
1247, ul_346, LINE, BN, 1182, 1248, 270.800
1248, xfmr_311, XFRMR, CS, 1183, 1249, N/A
1249, ul_355, LINE, CN, 1184, 1250, 16.400
1250, ul_356, LINE, ABCN, 1184, 1251, 288.023
1251, ul_451, LINE, AN, 1186, 1252, 248.191
1252, ul_453, LINE, AN, 1186, 1253, 74.441
1253, ul_348, LINE, BN, 1188, 1254, 233.103
1254, ul_349, LINE, BN, 1188, 1255, 141.200
1255, tl_302, TRIL, BS, 1189, 1256, 30
1256, xfmr_299, XFRMR, AS, 1190, 1257, N/A
1257, tl_332, TRIL, CS, 1192, 1258, 30
1258, switch_40, SWITCH, ABCN, 1193, 1259, N/A
1259, ul_364, LINE, CN, 1193, 1260, 81.100
1260, ul_460, LINE, ABCN, 1193, 1261, 275.806
1261, xfmr_321, XFRMR, CS, 1194, 1262, N/A
1262, ul_371, LINE, BN, 1195, 1263, 251.700
1263, ul_372, LINE, CN, 1195, 1264, 265.800
1264, xfmr_333, XFRMR, BS, 1196, 1265, N/A
1265, ul_450, LINE, ABCN, 1198, 1266, 17.897
1266, tl_406, TRIL, AS, 1202, 1267, 30
1267, tl_407, TRIL, BS, 1203, 1268, 30
1268, tl_408, TRIL, CS, 1204, 1269, 30
1269, ul_522, LINE, CN, 1205, 1270, 80.236
1270, ul_524, LINE, ABCN, 1205, 1271, 244.800
1271, ul_551, LINE, ABCN, 1205, 1272, 448.700
1272, ul_383, LINE, AN, 1206, 1273, 282.900
1273, xfmr_327, XFRMR, BS, 1207, 1274, N/A
1274, ul_385, LINE, BN, 1207, 1275, 294.300
1275, tl_351, TRIL, BS, 1208, 1276, 30
1276, tl_352, TRIL, CS, 1209, 1277, 30
1277, xfmr_353, XFRMR, CS, 1211, 1278, N/A
1278, switch_42, SWITCH, BN, 1212, 1279, N/A
1279, switch_43, SWITCH, CN, 1212, 1280, N/A
1280, tl_432, TRIL, BS, 1214, 1281, 30
1281, xfmr_431, XFRMR, BS, 1215, 1282, N/A
1282, xfmr_435, XFRMR, AS, 1216, 1283, N/A
1283, ul_556, LINE, AN, 1216, 1284, 236.300
1284, xfmr_437, XFRMR, CS, 1217, 1285, N/A
1285, ul_560, LINE, CN, 1217, 1286, 150.200
1286, switch_93, SWITCH, AN, 1219, 1287, N/A
1287, xfmr_481, XFRMR, AS, 1219, 1288, N/A
1288, ul_583, LINE, AN, 1219, 1289, 133.460
1289, tl_429, TRIL, CS, 1220, 1290, 30
1290, xfmr_430, XFRMR, BS, 1221, 1291, N/A
1291, ul_574, LINE, BN, 1222, 1292, 252.800
1292, ul_537, LINE, ABCN, 1223, 1293, 190.241
1293, ul_538, LINE, CN, 1223, 1294, 76.600
1294, ul_539, LINE, CN, 1223, 1295, 224.300
1295, xfmr_442, XFRMR, CS, 1224, 1296, N/A
1296, xfmr_443, XFRMR, AS, 1225, 1297, N/A
1297, xfmr_444, XFRMR, BS, 1225, 1298, N/A
1298, xfmr_445, XFRMR, CS, 1225, 1299, N/A
1299, ul_413, LINE, ABCN, 1225, 1300, 173.500
1300, tl_460, TRIL, CS, 1226, 1301, 30
1301, xfmr_461, XFRMR, CS, 1227, 1302, N/A
1302, ul_428, LINE, CN, 1227, 1303, 229.200
1303, switch_88, SWITCH, CN, 1228, 1304, N/A
1304, xfmr_468, XFRMR, CS, 1228, 1305, N/A
1305, tl_464, TRIL, AS, 1229, 1306, 30
1306, xfmr_465, XFRMR, AS, 1230, 1307, N/A
1307, ul_432, LINE, AN, 1230, 1308, 143.000
1308, switch_89, SWITCH, BN, 1231, 1309, N/A
1309, ul_571, LINE, ABCN, 1231, 1310, 265.446
1310, ul_572, LINE, BN, 1231, 1311, 47.600
1311, xfmr_469, XFRMR, BS, 1232, 1312, N/A
1312, ul_569, LINE, BN, 1232, 1313, 281.700
1313, xfmr_475, XFRMR, AS, 1233, 1314, N/A
1314, ul_577, LINE, AN, 1233, 1315, 154.713
1315, fuse_40, FUSE, ABCN, 1234, 1316, N/A
1316, switch_72, SWITCH, ABCN, 1234, 1317, N/A
1317, switch_87, SWITCH, ABCN, 1234, 1318, N/A
1318, fuse_36, FUSE, ABCN, 1235, 1319, N/A
1319, fuse_37, FUSE, ABCN, 1235, 1320, N/A
1320, switch_70, SWITCH, ABCN, 1235, 1321, N/A
1321, ul_81, LINE, ABCN, 1237, 1322, 316.873
1322, ul_94, LINE, ABCN, 1237, 1323, 3.728
1323, ul_202, LINE, ABCN, 1238, 1324, 325.975
1324, ul_203, LINE, ABCN, 1238, 1325, 315.100
1325, xfmr_486, XFRMR, ABCN, 1240, 1326, N/A
1326, xfmr_68, XFRMR, AS, 1241, 1327, N/A
1327, switch_4, SWITCH, ABCN, 1242, 1328, N/A
1328, ul_199, LINE, ABCN, 1243, 1329, 302.557
1329, ul_200, LINE, ABCN, 1244, 1330, 443.731
1330, tl_305, TRIL, BS, 1247, 1331, 30
1331, xfmr_306, XFRMR, BS, 1248, 1332, N/A
1332, tl_311, TRIL, CS, 1249, 1333, 30
1333, xfmr_312, XFRMR, CS, 1250, 1334, N/A
1334, ul_357, LINE, CN, 1251, 1335, 26.700
1335, ul_363, LINE, BN, 1251, 1336, 103.700
1336, ul_454, LINE, AN, 1253, 1337, 92.500
1337, ul_455, LINE, AN, 1253, 1338, 208.900
1338, ul_347, LINE, BN, 1254, 1339, 311.200
1339, xfmr_308, XFRMR, BS, 1255, 1340, N/A
1340, ul_350, LINE, BN, 1255, 1341, 224.300
1341, tl_299, TRIL, AS, 1257, 1342, 30
1342, ul_80, LINE, ABCN, 1259, 1343, 69.546
1343, xfmr_317, XFRMR, CS, 1260, 1344, N/A
1344, ul_461, LINE, ABCN, 1261, 1345, 8.481
1345, tl_321, TRIL, CS, 1262, 1346, 30
1346, xfmr_322, XFRMR, BS, 1263, 1347, N/A
1347, ul_373, LINE, BN, 1263, 1348, 333.400
1348, xfmr_323, XFRMR, CS, 1264, 1349, N/A
1349, ul_374, LINE, CN, 1264, 1350, 198.700
1350, tl_333, TRIL, BS, 1265, 1351, 30
1351, xfmr_409, XFRMR, AS, 1271, 1352, N/A
1352, xfmr_410, XFRMR, BS, 1271, 1353, N/A
1353, xfmr_411, XFRMR, CS, 1271, 1354, N/A
1354, ul_525, LINE, ABCN, 1271, 1355, 168.300
1355, switch_76, SWITCH, BN, 1272, 1356, N/A
1356, ul_555, LINE, ABCN, 1272, 1357, 275.143
1357, xfmr_328, XFRMR, AS, 1273, 1358, N/A
1358, ul_384, LINE, AN, 1273, 1359, 231.100
1359, tl_327, TRIL, BS, 1274, 1360, 30
1360, xfmr_330, XFRMR, BS, 1275, 1361, N/A
1361, ul_386, LINE, BN, 1275, 1362, 213.632
1362, tl_353, TRIL, CS, 1278, 1363, 30
1363, tl_431, TRIL, BS, 1282, 1364, 30
1364, tl_435, TRIL, AS, 1283, 1365, 30
1365, xfmr_434, XFRMR, AS, 1284, 1366, N/A
1366, tl_437, TRIL, CS, 1285, 1367, 30
1367, xfmr_436, XFRMR, CS, 1286, 1368, N/A
1368, ul_588, LINE, AN, 1287, 1369, 222.500
1369, tl_481, TRIL, AS, 1288, 1370, 30
1370, ul_582, LINE, AN, 1289, 1371, 259.000
1371, tl_430, TRIL, BS, 1291, 1372, 30
1372, xfmr_474, XFRMR, BS, 1292, 1373, N/A
1373, ul_506, LINE, ABCN, 1293, 1374, 673.387
1374, ul_507, LINE, CN, 1293, 1375, 80.800
1375, ul_508, LINE, CN, 1293, 1376, 171.700
1376, ul_510, LINE, ABCN, 1293, 1377, 64.758
1377, xfmr_422, XFRMR, CS, 1294, 1378, N/A
1378, xfmr_423, XFRMR, CS, 1295, 1379, N/A
1379, ul_540, LINE, CN, 1295, 1380, 297.800
1380, tl_442, TRIL, CS, 1296, 1381, 30
1381, tl_443, TRIL, AS, 1297, 1382, 30
1382, tl_444, TRIL, BS, 1298, 1383, 30
1383, tl_445, TRIL, CS, 1299, 1384, 30
1384, xfmr_446, XFRMR, AS, 1300, 1385, N/A
1385, xfmr_447, XFRMR, BS, 1300, 1386, N/A
1386, xfmr_448, XFRMR, CS, 1300, 1387, N/A
1387, ul_414, LINE, ABCN, 1300, 1388, 315.300
1388, tl_461, TRIL, CS, 1302, 1389, 30
1389, xfmr_462, XFRMR, CS, 1303, 1390, N/A
1390, ul_429, LINE, CN, 1303, 1391, 154.000
1391, tl_468, TRIL, CS, 1305, 1392, 30
1392, tl_465, TRIL, AS, 1307, 1393, 30
1393, xfmr_466, XFRMR, AS, 1308, 1394, N/A
1394, ul_433, LINE, AN, 1308, 1395, 158.000
1395, switch_81, SWITCH, ABCN, 1310, 1396, N/A
1396, switch_83, SWITCH, CN, 1310, 1397, N/A
1397, ul_421, LINE, ABCN, 1310, 1398, 435.665
1398, ul_424, LINE, CN, 1310, 1399, 14.700
1399, xfmr_472, XFRMR, BS, 1311, 1400, N/A
1400, ul_573, LINE, BN, 1311, 1401, 139.800
1401, tl_469, TRIL, BS, 1312, 1402, 30
1402, xfmr_470, XFRMR, BS, 1313, 1403, N/A
1403, ul_570, LINE, BN, 1313, 1404, 211.100
1404, tl_475, TRIL, AS, 1314, 1405, 30
1405, ul_578, LINE, AN, 1315, 1406, 11.100
1406, ul_585, LINE, AN, 1315, 1407, 232.100
1407, ul_535, LINE, ABCN, 1317, 1408, 343.122
1408, ul_521, LINE, ABCN, 1321, 1409, 130.120
1409, ul_78, LINE, ABCN, 1322, 1410, 21.983
1410, ul_95, LINE, AN, 1323, 1411, 121.000
1411, ul_98, LINE, BN, 1323, 1412, 119.224
1412, ul_275, LINE, ABCN, 1324, 1413, 22.196
1413, ul_276, LINE, ABCN, 1324, 1414, 341.481
1414, xfmr_492, XFRMR, ABCN, 1325, 1415, N/A
1415, load_1_ohl1, LINE, ABCN, 1326, 1416, 50ft
1416, load_1_ohl2, LINE, ABCN, 1326, 1417, 50ft
1417, tl_68, TRIL, AS, 1327, 1418, 30
1418, ul_69, LINE, ABCN, 1328, 1419, 220.836
1419, ul_96, LINE, ABCN, 1328, 1420, 3.001
1420, tl_306, TRIL, BS, 1332, 1421, 30
1421, tl_312, TRIL, CS, 1334, 1422, 30
1422, xfmr_313, XFRMR, CS, 1335, 1423, N/A
1423, xfmr_316, XFRMR, BS, 1336, 1424, N/A
1424, xfmr_360, XFRMR, AS, 1337, 1425, N/A
1425, xfmr_361, XFRMR, AS, 1338, 1426, N/A
1426, ul_456, LINE, AN, 1338, 1427, 204.300
1427, xfmr_307, XFRMR, BS, 1339, 1428, N/A
1428, tl_308, TRIL, BS, 1340, 1429, 30
1429, xfmr_309, XFRMR, BS, 1341, 1430, N/A
1430, ul_351, LINE, BN, 1341, 1431, 324.800
1431, switch_53, SWITCH, BN, 1343, 1432, N/A
1432, ul_360, LINE, ABCN, 1343, 1433, 188.932
1433, tl_317, TRIL, CS, 1344, 1434, 30
1434, ul_365, LINE, AN, 1345, 1435, 160.900
1435, ul_367, LINE, CN, 1345, 1436, 138.700
1436, ul_368, LINE, ABCN, 1345, 1437, 423.936
1437, ul_462, LINE, ABCN, 1345, 1438, 67.628
1438, tl_322, TRIL, BS, 1347, 1439, 30
1439, xfmr_324, XFRMR, BS, 1348, 1440, N/A
1440, tl_323, TRIL, CS, 1349, 1441, 30
1441, xfmr_325, XFRMR, CS, 1350, 1442, N/A
1442, ul_375, LINE, CN, 1350, 1443, 251.900
1443, tl_409, TRIL, AS, 1352, 1444, 30
1444, tl_410, TRIL, BS, 1353, 1445, 30
1445, tl_411, TRIL, CS, 1354, 1446, 30
1446, xfmr_412, XFRMR, AS, 1355, 1447, N/A
1447, xfmr_413, XFRMR, BS, 1355, 1448, N/A
1448, xfmr_414, XFRMR, CS, 1355, 1449, N/A
1449, ul_526, LINE, ABCN, 1355, 1450, 184.100
1450, ul_567, LINE, BN, 1356, 1451, 164.000
1451, switch_82, SWITCH, AN, 1357, 1452, N/A
1452, ul_559, LINE, ABCN, 1357, 1453, 175.958
1453, tl_328, TRIL, AS, 1358, 1454, 30
1454, xfmr_329, XFRMR, AS, 1359, 1455, N/A
1455, tl_330, TRIL, BS, 1361, 1456, 30
1456, xfmr_331, XFRMR, BS, 1362, 1457, N/A
1457, tl_434, TRIL, AS, 1366, 1458, 30
1458, tl_436, TRIL, CS, 1368, 1459, 30
1459, xfmr_485, XFRMR, AS, 1369, 1460, N/A
1460, xfmr_480, XFRMR, AS, 1371, 1461, N/A
1461, ul_581, LINE, AN, 1371, 1462, 210.900
1462, tl_474, TRIL, BS, 1373, 1463, 30
1463, switch_65, SWITCH, ABCN, 1374, 1464, N/A
1464, ul_499, LINE, CN, 1374, 1465, 14.800
1465, ul_500, LINE, AN, 1374, 1466, 55.800
1466, xfmr_394, XFRMR, CS, 1375, 1467, N/A
1467, xfmr_395, XFRMR, CS, 1376, 1468, N/A
1468, ul_509, LINE, CN, 1376, 1469, 169.500
1469, ul_536, LINE, ABCN, 1377, 1470, 231.903
1470, tl_422, TRIL, CS, 1378, 1471, 30
1471, tl_423, TRIL, CS, 1379, 1472, 30
1472, xfmr_424, XFRMR, CS, 1380, 1473, N/A
1473, ul_541, LINE, CN, 1380, 1474, 333.600
1474, tl_446, TRIL, AS, 1385, 1475, 30
1475, tl_447, TRIL, BS, 1386, 1476, 30
1476, tl_448, TRIL, CS, 1387, 1477, 30
1477, switch_79, SWITCH, ABCN, 1388, 1478, N/A
1478, xfmr_449, XFRMR, AS, 1388, 1479, N/A
1479, xfmr_450, XFRMR, BS, 1388, 1480, N/A
1480, xfmr_451, XFRMR, CS, 1388, 1481, N/A
1481, tl_462, TRIL, CS, 1390, 1482, 30
1482, switch_85, SWITCH, CN, 1391, 1483, N/A
1483, xfmr_463, XFRMR, CS, 1391, 1484, N/A
1484, tl_466, TRIL, AS, 1394, 1485, 30
1485, switch_86, SWITCH, AN, 1395, 1486, N/A
1486, xfmr_467, XFRMR, AS, 1395, 1487, N/A
1487, switch_84, SWITCH, CN, 1396, 1488, N/A
1488, xfmr_458, XFRMR, CS, 1399, 1489, N/A
1489, ul_425, LINE, CN, 1399, 1490, 147.300
1490, tl_472, TRIL, BS, 1400, 1491, 30
1491, xfmr_473, XFRMR, BS, 1401, 1492, N/A
1492, tl_470, TRIL, BS, 1403, 1493, 30
1493, xfmr_471, XFRMR, BS, 1404, 1494, N/A
1494, xfmr_476, XFRMR, AS, 1406, 1495, N/A
1495, ul_579, LINE, AN, 1406, 1496, 173.700
1496, xfmr_482, XFRMR, AS, 1407, 1497, N/A
1497, ul_586, LINE, AN, 1407, 1498, 145.300
1498, ul_534, LINE, ABCN, 1408, 1499, 335.777
1499, ul_530, LINE, ABCN, 1409, 1500, 267.371
1500, ul_88, LINE, ABCN, 1410, 1501, 81.940
1501, ul_66, LINE, AN, 1411, 1502, 198.300
1502, ul_93, LINE, BN, 1412, 1503, 152.900
1503, xfmr_496, XFRMR, ABCN, 1413, 1504, N/A
1504, ul_277, LINE, ABCN, 1414, 1505, 16.395
1505, ul_278, LINE, ABCN, 1414, 1506, 519.265
1506, load_7_ohl, LINE, ABCN, 1415, 1507, 50ft
1507, load_1_CTTF_A_1, XFRMR, AS, 1416, 1508, N/A
1508, load_1_CTTF_B_1, XFRMR, BS, 1416, 1509, N/A
1509, load_1_CTTF_C_1, XFRMR, CS, 1416, 1510, N/A
1510, load_1_CTTF_A_2, XFRMR, AS, 1417, 1511, N/A
1511, load_1_CTTF_B_2, XFRMR, BS, 1417, 1512, N/A
1512, load_1_CTTF_C_2, XFRMR, CS, 1417, 1513, N/A
1513, ul_99, LINE, CN, 1419, 1514, 142.500
1514, ul_482, LINE, ABCN, 1419, 1515, 179.803
1515, switch_5, SWITCH, BN, 1420, 1516, N/A
1516, ul_97, LINE, AN, 1420, 1517, 106.900
1517, tl_313, TRIL, CS, 1423, 1518, 30
1518, tl_316, TRIL, BS, 1424, 1519, 30
1519, tl_360, TRIL, AS, 1425, 1520, 30
1520, tl_361, TRIL, AS, 1426, 1521, 30
1521, xfmr_362, XFRMR, AS, 1427, 1522, N/A
1522, tl_307, TRIL, BS, 1428, 1523, 30
1523, tl_309, TRIL, BS, 1430, 1524, 30
1524, xfmr_310, XFRMR, BS, 1431, 1525, N/A
1525, ul_352, LINE, BN, 1431, 1526, 83.634
1526, ul_358, LINE, ABCN, 1433, 1527, 383.661
1527, ul_359, LINE, CN, 1433, 1528, 8.248
1528, xfmr_318, XFRMR, AS, 1435, 1529, N/A
1529, ul_366, LINE, AN, 1435, 1530, 290.200
1530, xfmr_320, XFRMR, CS, 1436, 1531, N/A
1531, ul_475, LINE, ABCN, 1437, 1532, 255.343
1532, ul_529, LINE, AN, 1437, 1533, 88.100
1533, ul_463, LINE, ABCN, 1438, 1534, 225.823
1534, ul_466, LINE, ABCN, 1438, 1535, 290.300
1535, tl_324, TRIL, BS, 1440, 1536, 30
